modelo,accuracy,precision_macro,recall_macro,f1_macro,fit_time,score_time
logistic_regression,0.7428551450786725,0.7061450422296611,0.7112034234326585,0.7030126032679427,0.5459287166595459,0.01585540771484375
gradient_boosting,0.7674458002700997,0.7185808485789961,0.6796442490773933,0.690097196437418,4.300452375411988,0.01390218734741211
random_forest,0.774794428595402,0.7345253886101818,0.6772227525536358,0.6889313650207147,1.5313735485076905,0.15269136428833008
